generic_name,cns_drug,smiles
Deslanoside,False,C[C@H]1O[C@H](C[C@H](O)[C@@H]1O[C@H]1C[C@H](O)[C@H](O[C@H]2C[C@H](O)[C@H](O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)[C@@H](C)O2)[C@@H](C)O1)O[C@H]1CC[C@@]2(C)[C@H](CC[C@@H]3[C@@H]2C[C@@H](O)[C@]2(C)[C@H](CC[C@]32O)C2=CC(=O)OC2)C1
Desloratadine,False,ClC1=CC2=C(C=C1)C(=C1CCNCC1)C1=C(CC2)C=CC=N1
Desmopressin,False,NC(=O)CC[C@@H]1NC(=O)[C@H](CC2=CC=CC=C2)NC(=O)[C@H](CC2=CC=C(O)C=C2)NC(=O)CCSSC[C@H](NC(=O)[C@H](CC(N)=O)NC1=O)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CCCNC(N)=N)C(=O)NCC(N)=O
Desogestrel,False,[H][C@@]12CC[C@@](O)(C#C)[C@@]1(CC)CC(=C)[C@]1([H])[C@@]3([H])CCCC=C3CC[C@@]21[H]
Desonide,False,[H][C@@]12C[C@@]3([H])[C@]4([H])CCC5=CC(=O)C=C[C@]5(C)[C@@]4([H])[C@@H](O)C[C@]3(C)[C@@]1(OC(C)(C)O2)C(=O)CO
Desoximetasone,False,[H][C@@]12C[C@@H](C)[C@H](C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1(F)[C@@]2([H])CCC2=CC(=O)C=C[C@]12C
Desvenlafaxine,True,CN(C)CC(C1=CC=C(O)C=C1)C1(O)CCCCC1
Dexamethasone,False,[H][C@@]12C[C@@H](C)[C@](O)(C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1(F)[C@@]2([H])CCC2=CC(=O)C=C[C@]12C
Dexbrompheniramine,False,CN(C)CC[C@@H](C1=CC=C(Br)C=C1)C1=CC=CC=N1
Dexfenfluramine,False,CCN[C@@H](C)CC1=CC=CC(=C1)C(F)(F)F
Dexmedetomidine,False,C[C@H](C1=CNC=N1)C1=C(C)C(C)=CC=C1
Dexmethylphenidate,True,COC(=O)[C@@H]([C@H]1CCCCN1)C1=CC=CC=C1
Dexrazoxane,False,C[C@@H](CN1CC(=O)NC(=O)C1)N1CC(=O)NC(=O)C1
Dextroamphetamine,True,C[C@H](N)CC1=CC=CC=C1
Dextromethorphan,True,[H][C@@]12CCCC[C@@]11CCN(C)[C@@H]2CC2=C1C=C(OC)C=C2
Dextrothyroxine,False,N[C@H](CC1=CC(I)=C(OC2=CC(I)=C(O)C(I)=C2)C(I)=C1)C(O)=O
Dezocine,False,[H][C@@]12CC3=CC=C(O)C=C3[C@@](C)(CCCCC1)[C@H]2N
Diatrizoate,False,CC(=O)NC1=C(I)C(C(O)=O)=C(I)C(NC(C)=O)=C1I
Diazepam,True,CN1C2=C(C=C(Cl)C=C2)C(=NCC1=O)C1=CC=CC=C1
Diazoxide,False,CC1=NS(=O)(=O)C2=C(N1)C=CC(Cl)=C2
Dibucaine,False,CCCCOC1=NC2=CC=CC=C2C(=C1)C(=O)NCCN(CC)CC
Dichlorphenamide,False,NS(=O)(=O)C1=CC(=C(Cl)C(Cl)=C1)S(N)(=O)=O
Diclofenac,True,OC(=O)CC1=CC=CC=C1NC1=C(Cl)C=CC=C1Cl
Dicloxacillin,False,[H][C@]12SC(C)(C)[C@@H](N1C(=O)[C@H]2NC(=O)C1=C(C)ON=C1C1=C(Cl)C=CC=C1Cl)C(O)=O
Dicumarol,False,OC1=C(CC2=C(O)C3=C(OC2=O)C=CC=C3)C(=O)OC2=C1C=CC=C2
Dicyclomine,False,CCN(CC)CCOC(=O)C1(CCCCC1)C1CCCCC1
Didanosine,False,OC[C@@H]1CC[C@@H](O1)N1C=NC2=C1NC=NC2=O
Dienestrol,False,CC=C(C(=CC)C1=CC=C(O)C=C1)C1=CC=C(O)C=C1
Diethylcarbamazine,False,CCN(CC)C(=O)N1CCN(C)CC1
Diethylpropion,False,CCN(CC)C(C)C(=O)C1=CC=CC=C1
Diethylstilbestrol,False,CCC(=C(CC)C1=CC=C(O)C=C1)C1=CC=C(O)C=C1
Difenoxin,False,OC(=O)C1(CCN(CCC(C#N)(C2=CC=CC=C2)C2=CC=CC=C2)CC1)C1=CC=CC=C1
Diflorasone,False,[H][C@@]12C[C@H](C)[C@](O)(C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1(F)[C@@]2([H])C[C@H](F)C2=CC(=O)C=C[C@]12C
Diflunisal,True,OC(=O)C1=C(O)C=CC(=C1)C1=C(F)C=C(F)C=C1
Difluprednate,False,[H][C@@]12CC[C@](OC(=O)CCC)(C(=O)COC(C)=O)[C@@]1(C)C[C@H](O)[C@@]1(F)[C@@]2([H])C[C@H](F)C2=CC(=O)C=C[C@]12C
Digitoxin,False,[H][C@]12CC[C@]3([H])[C@]([H])(CC[C@]4(C)[C@H](CC[C@]34O)C3=CC(=O)OC3)[C@@]1(C)CC[C@@H](C2)O[C@H]1C[C@H](O)[C@H](O[C@H]2C[C@H](O)[C@H](O[C@H]3C[C@H](O)[C@H](O)[C@@H](C)O3)[C@@H](C)O2)[C@@H](C)O1
Digoxin,False,[H][C@]12CC[C@]3([H])[C@]([H])(C[C@@H](O)[C@]4(C)[C@H](CC[C@]34O)C3=CC(=O)OC3)[C@@]1(C)CC[C@@H](C2)O[C@H]1C[C@H](O)[C@H](O[C@H]2C[C@H](O)[C@H](O[C@H]3C[C@H](O)[C@H](O)[C@@H](C)O3)[C@@H](C)O2)[C@@H](C)O1
Dihydrocodeine,True,[H][C@@]12OC3=C(OC)C=CC4=C3[C@@]11CCN(C)[C@]([H])(C4)[C@]1([H])CC[C@@H]2O
Dihydroergotamine,True,[H][C@@]12CCCN1C(=O)[C@H](CC1=CC=CC=C1)N1C(=O)[C@](C)(NC(=O)[C@H]3CN(C)[C@]4([H])CC5=CNC6=CC=CC(=C56)[C@@]4([H])C3)O[C@@]21O
Dihydroergotoxine,False,CS(O)(=O)=O.[H][C@@]12CCCN1C(=O)[C@H](CC1=CC=CC=C1)N1C(=O)[C@](C)(NC(=O)[C@@H]3CC4C5=C6C(C[C@@]4([H])N(C)C3)=CNC6=CC=C5)O[C@@]21O
Dihydrotachysterol,False,CC(C)[C@@H](C)\C=C\[C@@H](C)[C@@]1([H])CC[C@@]2([H])\C(CCC[C@]12C)=C\C=C1/C[C@@H](O)CC[C@@H]1C
Dihydroxyaluminium,False,O.O.NCC(=O)O[Al]
Diloxanide,False,CN(C(=O)C(Cl)Cl)C1=CC=C(OC(=O)C2=CC=CO2)C=C1
Diltiazem,False,COC1=CC=C(C=C1)[C@@H]1SC2=CC=CC=C2N(CCN(C)C)C(=O)[C@@H]1OC(C)=O
Dimenhydrinate,False,CN1C2=C([N-]C(Cl)=N2)C(=O)N(C)C1=O.C[NH+](C)CCOC(C1=CC=CC=C1)C1=CC=CC=C1
Dimercaprol,False,OCC(S)CS
Dimethindene,False,CC(C1=C(CCN(C)C)CC2=CC=CC=C12)C1=CC=CC=N1
Dimethyl sulfoxide,False,CS(C)=O
Dinoprost Tromethamine,False,OCC(N)(CO)CO.CCCCC[C@H](O)\C=C\[C@H]1[C@H](O)C[C@H](O)[C@@H]1C\C=C/CCCC(O)=O
Dinoprostone,False,CCCCC[C@H](O)\C=C\[C@H]1[C@H](O)CC(=O)[C@@H]1C\C=C/CCCC(O)=O
Diphemanil Methylsulfate,False,COS([O-])(=O)=O.C[N+]1(C)CCC(CC1)=C(C1=CC=CC=C1)C1=CC=CC=C1
Diphenhydramine,False,CN(C)CCOC(C1=CC=CC=C1)C1=CC=CC=C1
Diphenidol,False,OC(CCCN1CCCCC1)(C1=CC=CC=C1)C1=CC=CC=C1
Diphenoxylate,False,CCOC(=O)C1(CCN(CCC(C#N)(C2=CC=CC=C2)C2=CC=CC=C2)CC1)C1=CC=CC=C1
Diphenylpyraline,False,CN1CCC(CC1)OC(C1=CC=CC=C1)C1=CC=CC=C1
Dipivefrin,False,CNCC(O)C1=CC(OC(=O)C(C)(C)C)=C(OC(=O)C(C)(C)C)C=C1
Dipyridamole,False,OCCN(CCO)C1=NC2=C(N=C(N=C2N2CCCCC2)N(CCO)CCO)C(=N1)N1CCCCC1
Dirithromycin,False,CC[C@H]1OC(=O)[C@H](C)[C@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@@H]([C@H]2O)N(C)C)[C@](C)(O)C[C@@H](C)[C@@H]2N[C@@H](COCCOC)O[C@@H]([C@@H]2C)[C@]1(C)O
Disopyramide,False,CC(C)N(CCC(C(N)=O)(C1=CC=CC=C1)C1=CC=CC=N1)C(C)C
Disulfiram,True,CCN(CC)C(=S)SSC(=S)N(CC)CC
Dobutamine,False,CC(CCC1=CC=C(O)C=C1)NCCC1=CC(O)=C(O)C=C1
Docetaxel,False,[H][C@@]12C[C@H](O)[C@@]3(C)C(=O)[C@H](O)C4=C(C)[C@H](C[C@@](O)([C@@H](OC(=O)C5=CC=CC=C5)[C@]3([H])[C@@]1(CO2)OC(C)=O)C4(C)C)OC(=O)[C@H](O)[C@@H](NC(=O)OC(C)(C)C)C1=CC=CC=C1
Docosanol,False,CCCCCCCCCCCCCCCCCCCCCCO
Dofetilide,False,CN(CCOC1=CC=C(NS(C)(=O)=O)C=C1)CCC1=CC=C(NS(C)(=O)=O)C=C1
Dolasetron,True,[H][C@]12CC(CC3CC(C1)C(=O)CN23)OC(=O)C1=CNC2=CC=CC=C12
Domperidone,False,ClC1=CC2=C(C=C1)N(C1CCN(CCCN3C(=O)NC4=CC=CC=C34)CC1)C(=O)N2
Donepezil,True,COC1=C(OC)C=C2C(=O)C(CC3CCN(CC4=CC=CC=C4)CC3)CC2=C1
Dopamine,False,NCCC1=CC(O)=C(O)C=C1
Dorzolamide,False,CCN[C@H]1C[C@H](C)S(=O)(=O)C2=C1C=C(S2)S(N)(=O)=O
Doxacurium chloride,False,COC1=CC(CC2C3=C(CC[N+]2(C)CCCOC(=O)CCC(=O)OCCC[N+]2(C)CCC4=C(C2CC2=CC(OC)=C(OC)C(OC)=C2)C(OC)=C(OC)C(OC)=C4)C=C(OC)C(OC)=C3OC)=CC(OC)=C1OC
Doxapram,True,CCN1CC(CCN2CCOCC2)C(C1=O)(C1=CC=CC=C1)C1=CC=CC=C1
Doxazosin,False,COC1=C(OC)C=C2C(N)=NC(=NC2=C1)N1CCN(CC1)C(=O)C1COC2=CC=CC=C2O1
Doxepin,True,[H]C(CCN(C)C)=C1C2=CC=CC=C2COC2=CC=CC=C12
Doxorubicin,False,COC1=CC=CC2=C1C(=O)C1=C(O)C3=C(C[C@](O)(C[C@@H]3O[C@H]3C[C@H](N)[C@H](O)[C@H](C)O3)C(=O)CO)C(O)=C1C2=O
Doxycycline,False,[H][C@@]12[C@@H](C)C3=C(C(O)=CC=C3)C(=O)C1=C(O)[C@]1(O)C(=O)C(C(N)=O)=C(O)[C@@H](N(C)C)[C@]1([H])[C@H]2O
Doxylamine,False,CN(C)CCOC(C)(C1=CC=CC=C1)C1=CC=CC=N1
Dronabinol,True,[H][C@@]12C=C(C)CC[C@@]1([H])C(C)(C)OC1=CC(CCCCC)=CC(O)=C21
Dronedarone,False,CCCCN(CCCC)CCCOC1=CC=C(C=C1)C(=O)C1=C(CCCC)OC2=C1C=C(NS(C)(=O)=O)C=C2
Droperidol,True,FC1=CC=C(C=C1)C(=O)CCCN1CCC(=CC1)N1C(=O)NC2=CC=CC=C12
Drospirenone,False,[H][C@@]12C[C@]1([H])[C@@]1([H])[C@]3([H])[C@]4([H])C[C@]4([H])[C@@]4(CCC(=O)O4)[C@@]3(C)CC[C@]1([H])[C@@]1(C)CCC(=O)C=C21
Drostanolone,False,[H][C@@]12CC[C@H](O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC[C@@]2([H])CC(=O)[C@H](C)C[C@]12C
Drotaverine,False,CCOC1=C(OCC)C=C(\C=C2/NCCC3=CC(OCC)=C(OCC)C=C23)C=C1
Droxidopa,False,N[C@H]([C@@H](O)C1=CC(O)=C(O)C=C1)C(O)=O
Duloxetine,True,CNCC[C@H](OC1=CC=CC2=CC=CC=C12)C1=CC=CS1
Dutasteride,False,[H][C@@]1(CC[C@@]2([H])[C@]3([H])CC[C@@]4([H])NC(=O)C=C[C@]4(C)[C@@]3([H])CC[C@]12C)C(=O)NC1=CC(=CC=C1C(F)(F)F)C(F)(F)F
Dyclonine,False,CCCCOC1=CC=C(C=C1)C(=O)CCN1CCCCC1
Dydrogesterone,False,[H][C@@]12CC[C@H](C(C)=O)[C@@]1(C)CC[C@]1([H])[C@@]2([H])C=CC2=CC(=O)CC[C@@]12C
Dyphylline,False,CN1C2=C(N(CC(O)CO)C=N2)C(=O)N(C)C1=O
Ecabet,False,[H][C@@]12CCC3=CC(C(C)C)=C(C=C3[C@@]1(C)CCC[C@@]2(C)C(O)=O)S(O)(=O)=O
Echothiophate,False,CCOP(=O)(OCC)SCC[N+](C)(C)C
Econazole,False,ClC1=CC=C(COC(CN2C=CN=C2)C2=C(Cl)C=C(Cl)C=C2)C=C1
Edetic Acid,False,OC(=O)CN(CCN(CC(O)=O)CC(O)=O)CC(O)=O
Edrophonium,False,CC[N+](C)(C)C1=CC(O)=CC=C1
Efavirenz,False,FC(F)(F)[C@]1(OC(=O)NC2=C1C=C(Cl)C=C2)C#CC1CC1
Eletriptan,True,CN1CCC[C@@H]1CC1=CNC2=C1C=C(CCS(=O)(=O)C1=CC=CC=C1)C=C2
Eltrombopag,False,CC1=NN(C(=O)\C1=N/NC1=C(O)C(=CC=C1)C1=CC=CC(=C1)C(O)=O)C1=CC=C(C)C(C)=C1
Emedastine,False,CCOCCN1C(=NC2=CC=CC=C12)N1CCCN(C)CC1
Emtricitabine,False,NC1=NC(=O)N(C=C1F)[C@@H]1CS[C@H](CO)O1
Enalapril,False,CCOC(=O)[C@H](CCC1=CC=CC=C1)N[C@@H](C)C(=O)N1CCC[C@H]1C(O)=O
Encainide,False,COC1=CC=C(C=C1)C(=O)NC1=CC=CC=C1CCC1CCCCN1C
Enflurane,False,FC(F)OC(F)(F)C(F)Cl
Enoxacin,False,CCN1C=C(C(O)=O)C(=O)C2=CC(F)=C(N=C12)N1CCNCC1
Enoxaparin,False,CC(=O)NC1C(O)OC(COS(O)(=O)=O)C(OC2OC(C(OC3OC(CO)C(OC4OC(C(O)C(O)C4OS(O)(=O)=O)C(O)=O)C(OS(O)(=O)=O)C3NS(O)(=O)=O)C(O)C2OS(O)(=O)=O)C(O)=O)C1O
Enoximone,False,CSC1=CC=C(C=C1)C(=O)C1=C(C)NC(=O)N1
Enprofylline,False,CCCN1C2=C(NC=N2)C(=O)NC1=O
Entacapone,True,CCN(CC)C(=O)C(=C\C1=CC(=C(O)C(O)=C1)[N+]([O-])=O)\C#N
Entecavir,False,NC1=NC(=O)C2=C(N1)N(C=N2)[C@H]1C[C@H](O)[C@@H](CO)C1=C
Enzalutamide,False,CNC(=O)C1=C(F)C=C(C=C1)N1C(=S)N(C(=O)C1(C)C)C1=CC=C(C#N)C(=C1)C(F)(F)F
Ephedrine,False,CN[C@@H](C)[C@H](O)C1=CC=CC=C1
Epinastine,False,NC1=NCC2N1C1=CC=CC=C1CC1=CC=CC=C21
Epinephrine,False,CNC[C@H](O)C1=CC(O)=C(O)C=C1
Epirubicin,False,COC1=CC=CC2=C1C(=O)C1=C(O)C3=C(C[C@](O)(C[C@@H]3O[C@H]3C[C@H](N)[C@@H](O)[C@H](C)O3)C(=O)CO)C(O)=C1C2=O
Eplerenone,False,[H][C@@]12CC[C@@]3(CCC(=O)O3)[C@@]1(C)C[C@H]1O[C@@]11[C@@]2([H])[C@@H](CC2=CC(=O)CC[C@]12C)C(=O)OC
Epoprostenol,False,[H][C@]12C[C@@H](O)[C@H](\C=C\[C@@H](O)CCCCC)[C@@]1([H])CC(O2)=CCCCC(O)=O
Eprosartan,False,CCCCC1=NC=C(\C=C(/CC2=CC=CS2)C(O)=O)N1CC1=CC=C(C=C1)C(O)=O
Ergocalciferol,False,CC(C)[C@@H](C)\C=C\[C@@H](C)[C@@]1([H])CC[C@@]2([H])\C(CCC[C@]12C)=C\C=C1\C[C@@H](O)CCC1=C
Ergoloid mesylate,False,CS(O)(=O)=O.[H][C@@]12CCCN1C(=O)[C@H](C)N1C(=O)[C@](NC(=O)[C@H]3CN(C)[C@]4([H])CC5=CNC6=CC=CC(=C56)[C@@]4([H])C3)(O[C@@]21O)C(C)C
Ergonovine,False,[H][C@@]12CC3=CNC4=CC=CC(=C34)C1=C[C@H](CN2C)C(=O)N[C@@H](C)CO
Ergotamine,True,[H][C@@]12CCCN1C(=O)[C@H](CC1=CC=CC=C1)N1C(=O)[C@](C)(NC(=O)[C@H]3CN(C)[C@]4([H])CC5=CNC6=CC=CC(=C56)C4=C3)O[C@@]21O
Eribulin,False,[H][C@@]12O[C@@]3([H])CCC4CC(=O)C[C@H]5[C@H](C[C@H]6O[C@H](C[C@@H](C)C6=C)CC[C@@H]6O[C@H](CC6=C)CC[C@@]67C[C@@H](O[C@H]1[C@@H](O6)[C@@]3([H])O4)[C@@H]2O7)O[C@H](C[C@H](O)CN)[C@@H]5OC
Erlotinib,False,COCCOC1=C(OCCOC)C=C2C(NC3=CC=CC(=C3)C#C)=NC=NC2=C1
Ertapenem,False,[H][C@]12[C@@H](C)C(S[C@]3([H])CN[C@@]([H])(C3)C(=O)NC3=CC=CC(=C3)C(O)=O)=C(N1C(=O)[C@]2([H])[C@@H](C)O)C(O)=O
Erythrityl Tetranitrate,False,[O-][N+](=O)OC[C@@H](O[N+]([O-])=O)[C@H](CO[N+]([O-])=O)O[N+]([O-])=O
Erythromycin,False,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@@H]([C@H]2O)N(C)C)[C@](C)(O)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O
Escitalopram,True,CN(C)CCC[C@]1(OCC2=C1C=CC(=C2)C#N)C1=CC=C(F)C=C1
Esmolol,False,COC(=O)CCC1=CC=C(OCC(O)CNC(C)C)C=C1
Esomeprazole,False,COC1=CC2=C(NC(=N2)[S@](=O)CC2=NC=C(C)C(OC)=C2C)C=C1
Estazolam,True,ClC1=CC2=C(C=C1)N1C=NN=C1CN=C2C1=CC=CC=C1
Estradiol,False,[H][C@@]12CC[C@H](O)[C@@]1(C)CC[C@]1([H])C3=C(CC[C@@]21[H])C=C(O)C=C3
Estradiol valerate/Dienogest,False,[H][C@@]12CC[C@@](O)(CC#N)[C@@]1(C)CCC1=C3CCC(=O)C=C3CC[C@@]21[H].[H][C@@]12CC[C@H](OC(=O)CCCC)[C@@]1(C)CC[C@]1([H])C3=C(CC[C@@]21[H])C=C(O)C=C3
Estramustine,False,[H][C@@]12CC[C@H](O)[C@@]1(C)CC[C@]1([H])C3=CC=C(OC(=O)N(CCCl)CCCl)C=C3CC[C@@]21[H]
Estriol,False,[H][C@@]12C[C@@H](O)[C@H](O)[C@@]1(C)CC[C@]1([H])C3=C(CC[C@@]21[H])C=C(O)C=C3
Estrone,False,[H][C@@]12CCC(=O)[C@@]1(C)CC[C@]1([H])C3=C(CC[C@@]21[H])C=C(O)C=C3
Estropipate,False,C[C@]12CC[C@H]3[C@@H](CCC4=C3C=CC(OS(O)(=O)=O)=C4)[C@@H]1CCC2=O
Eszopiclone,True,CN1CCN(CC1)C(=O)O[C@@H]1N(C(=O)C2=NC=CN=C12)C1=NC=C(Cl)C=C1
Ethacrynic acid,False,CCC(=C)C(=O)C1=C(Cl)C(Cl)=C(OCC(O)=O)C=C1
Ethambutol,False,CC[C@@H](CO)NCCN[C@@H](CC)CO
Ethanol,False,CCO
Ethanolamine Oleate,False,NCCO.CCCCCCCC\C=C/CCCCCCCC(O)=O
Ethchlorvynol,False,[H]C(Cl)=CC(O)(CC)C#C
Ethinamate,False,NC(=O)OC1(CCCCC1)C#C
Ethinyl Estradiol,False,[H][C@@]12CC[C@@](O)(C#C)[C@@]1(C)CC[C@]1([H])C3=C(CC[C@@]21[H])C=C(O)C=C3
Ethionamide,False,CCC1=NC=CC(=C1)C(N)=S
Ethopropazine,False,CCN(CC)C(C)CN1C2=CC=CC=C2SC2=CC=CC=C12
Ethosuximide,True,CCC1(C)CC(=O)NC1=O
Ethotoin,True,CCN1C(=O)NC(C1=O)C1=CC=CC=C1
Ethoxzolamide,False,CCOC1=CC2=C(C=C1)N=C(S2)S(N)(=O)=O
Ethylmorphine,False,[H][C@@]12OC3=C(OCC)C=CC4=C3[C@@]11CCN(C)[C@]([H])(C4)[C@]1([H])C=C[C@@H]2O
Ethynodiol Diacetate,False,[H][C@@]12CC[C@@](OC(C)=O)(C#C)[C@@]1(C)CC[C@]1([H])[C@@]3([H])CC[C@H](OC(C)=O)C=C3CC[C@@]21[H]
Etidronic acid,False,CC(O)(P(O)(O)=O)P(O)(O)=O
Etodolac,True,CCC1=C2NC3=C(CCOC3(CC)CC(O)=O)C2=CC=C1
Etomidate,False,CCOC(=O)C1=CN=CN1[C@H](C)C1=CC=CC=C1
Etonogestrel,False,[H][C@@]12CC[C@@](O)(C#C)[C@@]1(CC)CC(=C)[C@]1([H])[C@@]3([H])CCC(=O)C=C3CC[C@@]21[H]
Etoposide,False,[H][C@]12COC(=O)[C@]1([H])[C@H](C1=CC(OC)=C(O)C(OC)=C1)C1=CC3=C(OCO3)C=C1[C@H]2O[C@@H]1O[C@]2([H])CO[C@@H](C)O[C@@]2([H])[C@H](O)[C@H]1O
Etoricoxib,False,CC1=NC=C(C=C1)C1=C(C=C(Cl)C=N1)C1=CC=C(C=C1)S(C)(=O)=O
Everolimus,False,CO[C@@H]1C[C@H](C[C@H](C)C2CC(=O)[C@H](C)\C=C(C)\[C@@H](O)[C@@H](OC)C(=O)[C@@H](C)C[C@@H](C)\C=C\C=C\C=C(C)\[C@H](C[C@H]3CC[C@H](C)[C@](O)(O3)C(=O)C(=O)N3CCCC[C@@H]3C(=O)O2)OC)CC[C@H]1OCCO
Exemestane,False,[H][C@@]12CCC(=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC(=C)C2=CC(=O)C=C[C@]12C
Ezetimibe,False,O[C@@H](CC[C@@H]1[C@H](N(C1=O)C1=CC=C(F)C=C1)C1=CC=C(O)C=C1)C1=CC=C(F)C=C1
Ezogabine,True,CCOC(=O)NC1=C(N)C=C(NCC2=CC=C(F)C=C2)C=C1
Famciclovir,False,CC(=O)OCC(CCN1C=NC2=CN=C(N)N=C12)COC(C)=O
Famotidine,False,NC(N)=NC1=NC(CSCCC(N)=NS(N)(=O)=O)=CS1
Felbamate,True,NC(=O)OCC(COC(N)=O)C1=CC=CC=C1
Felodipine,False,CCOC(=O)C1=C(C)NC(C)=C(C1C1=C(Cl)C(Cl)=CC=C1)C(=O)OC
Fencamfamine,False,CCNC1C2CCC(C2)C1C1=CC=CC=C1
Fenofibrate,False,CC(C)OC(=O)C(C)(C)OC1=CC=C(C=C1)C(=O)C1=CC=C(Cl)C=C1
Fenoldopam,False,OC1=CC=C(C=C1)C1CNCCC2=C(Cl)C(O)=C(O)C=C12
Fenoprofen,True,CC(C(O)=O)C1=CC(OC2=CC=CC=C2)=CC=C1
Fenoterol,False,CC(CC1=CC=C(O)C=C1)NCC(O)C1=CC(O)=CC(O)=C1
Fentanyl,True,CCC(=O)N(C1CCN(CCC2=CC=CC=C2)CC1)C1=CC=CC=C1
Fesoterodine,True,CC(C)N(CC[C@H](C1=CC=CC=C1)C1=C(OC(=O)C(C)C)C=CC(CO)=C1)C(C)C
Fexofenadine,False,CC(C)(C(O)=O)C1=CC=C(C=C1)C(O)CCCN1CCC(CC1)C(O)(C1=CC=CC=C1)C1=CC=CC=C1
Fidaxomicin,False,CC[C@H]1\C=C(C)\[C@@H](O)C\C=C\C=C(CO[C@@H]2O[C@H](C)[C@@H](OC(=O)C3=C(CC)C(Cl)=C(O)C(Cl)=C3O)[C@H](O)[C@@H]2OC)\C(=O)OC(C\C=C(/C)\C=C(C)\[C@@H]1O[C@@H]1OC(C)(C)[C@@H](OC(=O)C(C)C)[C@H](O)[C@@H]1O)[C@@H](C)O
Finasteride,False,[H][C@@]12CC[C@H](C(=O)NC(C)(C)C)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC[C@@]2([H])NC(=O)C=C[C@]12C
Fingolimod,True,CCCCCCCCC1=CC=C(CCC(N)(CO)CO)C=C1
Flavoxate,False,CC1=C(OC2=C(C=CC=C2C(=O)OCCN2CCCCC2)C1=O)C1=CC=CC=C1
Flecainide,False,FC(F)(F)COC1=CC(C(=O)NCC2CCCCN2)=C(OCC(F)(F)F)C=C1
Floxuridine,False,OC[C@H]1O[C@H](C[C@@H]1O)N1C=C(F)C(=O)NC1=O
Flucloxacillin,False,[H][C@]12SC(C)(C)[C@@H](N1C(=O)[C@H]2NC(=O)C1=C(C)ON=C1C1=C(F)C=CC=C1Cl)C(O)=O
Fluconazole,False,OC(CN1C=NC=N1)(CN1C=NC=N1)C1=C(F)C=C(F)C=C1
Flucytosine,False,NC1=C(F)C=NC(=O)N1
Fludarabine,False,NC1=C2N=CN([C@@H]3O[C@H](COP(O)(O)=O)[C@@H](O)[C@@H]3O)C2=NC(F)=N1
Fludiazepam,False,CN1C2=C(C=C(Cl)C=C2)C(=NCC1=O)C1=CC=CC=C1F
Fludrocortisone,False,[H][C@@]12CC[C@](O)(C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1(F)[C@@]2([H])CCC2=CC(=O)CC[C@]12C
Flumazenil,True,CCOC(=O)C1=C2CN(C)C(=O)C3=C(C=CC(F)=C3)N2C=N1
Flumethasone Pivalate,False,C[C@@H]1C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)COC(=O)C(C)(C)C
Flunarizine,False,FC1=CC=C(C=C1)C(N1CCN(C\C=C\C2=CC=CC=C2)CC1)C1=CC=C(F)C=C1
Flunisolide,False,[H][C@@]12C[C@@]3([H])[C@]4([H])C[C@H](F)C5=CC(=O)C=C[C@]5(C)[C@@]4([H])[C@@H](O)C[C@]3(C)[C@@]1(OC(C)(C)O2)C(=O)CO
Flunitrazepam,False,CN1C2=C(C=C(C=C2)[N+]([O-])=O)C(=NCC1=O)C1=CC=CC=C1F
Fluocinolone Acetonide,False,[H][C@@]12C[C@@]3([H])[C@]4([H])C[C@]([H])(F)C5=CC(=O)C=C[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]3(C)[C@@]1(OC(C)(C)O2)C(=O)CO
Fluocinonide,False,[H][C@@]12C[C@@]3([H])[C@]4([H])C[C@]([H])(F)C5=CC(=O)C=C[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]3(C)[C@@]1(OC(C)(C)O2)C(=O)COC(C)=O
Fluorescein,False,OC1=CC2=C(C=C1)C1(OC(=O)C3=CC=CC=C13)C1=C(O2)C=C(O)C=C1
Fluorometholone,False,[H][C@@]12CC[C@](O)(C(C)=O)[C@@]1(C)C[C@H](O)[C@@]1(F)[C@@]2([H])C[C@H](C)C2=CC(=O)C=C[C@]12C
Fluorouracil,False,FC1=CNC(=O)NC1=O
Fluoxetine,True,CNCCC(OC1=CC=C(C=C1)C(F)(F)F)C1=CC=CC=C1
Fluoxymesterone,False,[H][C@@]12CC[C@](C)(O)[C@@]1(C)C[C@H](O)[C@@]1(F)[C@@]2([H])CCC2=CC(=O)CC[C@]12C
